recency,frequency,monetary,cluster,customer_segment,dbscan_cluster
126,36,249.7,2,At Risk Customers,0
149,2,35.0,0,Churned Customers,0
41,103,1480.43,1,VIP Customers,0
34,25,107.82,3,Loyal Customers,0
227,68,976.25,2,At Risk Customers,0
240,15,246.04,0,Churned Customers,0
57,7,60.33,0,Churned Customers,0
173,78,532.76,2,At Risk Customers,0
59,290,1598.73,1,VIP Customers,0
21,44,151.37,3,Loyal Customers,0
25,121,989.06,1,VIP Customers,0
8,134,1111.75,1,VIP Customers,0
31,99,658.82,2,At Risk Customers,0
3,96,513.01,3,Loyal Customers,0
7,126,1486.31,1,VIP Customers,0
28,68,547.0,3,Loyal Customers,0
16,49,128.18,3,Loyal Customers,0
100,29,415.22,2,At Risk Customers,0
11,54,589.01,3,Loyal Customers,0
20,59,163.24,3,Loyal Customers,0
14,76,910.13,3,Loyal Customers,0
360,53,250.04,2,At Risk Customers,0
10,4,112.32,0,Churned Customers,0
94,12,82.75,0,Churned Customers,0
77,48,954.6,2,At Risk Customers,0
154,11,104.3,0,Churned Customers,0
30,7,181.92,0,Churned Customers,0
24,123,2078.49,1,VIP Customers,0
1,449,4385.69,1,VIP Customers,0
45,1,38.16,0,Churned Customers,0
99,71,1086.42,2,At Risk Customers,0
7,99,657.16,3,Loyal Customers,0
14,195,906.52,1,VIP Customers,0
17,44,472.34,3,Loyal Customers,0
279,6,96.8,0,Churned Customers,0
13,30,340.95,3,Loyal Customers,0
85,28,494.25,2,At Risk Customers,0
301,10,236.82,0,Churned Customers,0
150,521,1981.06,1,VIP Customers,0
16,720,6442.54,1,VIP Customers,0
93,8,160.56,0,Churned Customers,0
29,315,6238.78,1,VIP Customers,0
156,156,631.29,2,At Risk Customers,0
354,17,193.64,0,Churned Customers,0
45,31,157.62,3,Loyal Customers,0
14,83,519.6899999999999,3,Loyal Customers,0
3,482,2577.12,1,VIP Customers,0
14,213,1156.6,1,VIP Customers,0
178,7,55.75,0,Churned Customers,0
7,66,998.88,3,Loyal Customers,0
35,25,384.65,3,Loyal Customers,0
50,5,70.94,0,Churned Customers,0
311,19,178.22,0,Churned Customers,0
23,42,239.57,3,Loyal Customers,0
302,58,360.81,2,At Risk Customers,0
10,15,127.86,3,Loyal Customers,0
16,125,568.24,3,Loyal Customers,0
48,27,398.2,2,At Risk Customers,0
238,35,312.23,2,At Risk Customers,0
0,397,4007.83,1,VIP Customers,0
12,460,4487.8,1,VIP Customers,0
237,33,167.55,0,Churned Customers,0
22,98,827.02,1,VIP Customers,0
72,33,446.18,2,At Risk Customers,0
16,85,370.7,3,Loyal Customers,0
40,251,1337.18,1,VIP Customers,0
39,57,646.92,2,At Risk Customers,0
218,28,495.77,2,At Risk Customers,0
198,69,400.1,2,At Risk Customers,0
70,24,203.2,2,At Risk Customers,0
23,393,3294.02,1,VIP Customers,0
10,78,389.72,3,Loyal Customers,0
151,9,251.52,0,Churned Customers,0
64,1,15.0,0,Churned Customers,0
3,49,193.39,3,Loyal Customers,0
18,14,122.2,3,Loyal Customers,0
14,45,256.11,3,Loyal Customers,0
7,10,203.6,3,Loyal Customers,0
19,75,696.81,3,Loyal Customers,0
77,12,191.08,0,Churned Customers,0
2,62,1316.9,1,VIP Customers,0
306,56,417.27,2,At Risk Customers,0
218,3,48.35,0,Churned Customers,0
148,2,55.5,0,Churned Customers,0
21,87,584.21,3,Loyal Customers,0
114,36,565.78,2,At Risk Customers,0
125,204,1978.44,2,At Risk Customers,0
4,40,499.95,3,Loyal Customers,0
35,32,263.92,3,Loyal Customers,0
25,30,496.14,3,Loyal Customers,0
0,81,978.31,1,VIP Customers,0
332,104,1203.42,2,At Risk Customers,0
162,2,32.65,0,Churned Customers,0
184,6,127.45000000000002,0,Churned Customers,0
15,61,1047.32,3,Loyal Customers,0
11,38,636.94,3,Loyal Customers,0
2,65,1204.06,1,VIP Customers,0
184,3,28.0,0,Churned Customers,0
79,10,168.29,0,Churned Customers,0
29,240,4442.38,1,VIP Customers,0
41,30,463.46,2,At Risk Customers,0
10,196,3645.67,1,VIP Customers,0
49,30,598.83,2,At Risk Customers,0
15,112,1704.66,1,VIP Customers,0
45,23,425.29,2,At Risk Customers,0
60,42,688.97,2,At Risk Customers,0
7,265,4503.78,1,VIP Customers,0
71,1,30.0,0,Churned Customers,0
37,206,3614.91,1,VIP Customers,0
127,39,524.9200000000001,2,At Risk Customers,0
32,14,265.76,3,Loyal Customers,0
312,43,403.3,2,At Risk Customers,0
17,48,365.76,3,Loyal Customers,0
87,54,303.16,2,At Risk Customers,0
1,126,1900.82,1,VIP Customers,0
1,8,170.39999999999998,3,Loyal Customers,0
253,17,388.4500000000001,2,At Risk Customers,0
156,4,84.42,0,Churned Customers,0
36,134,2198.76,1,VIP Customers,0
151,128,2056.22,2,At Risk Customers,0
176,9,120.9,0,Churned Customers,0
39,36,541.53,2,At Risk Customers,0
1,276,2519.21,1,VIP Customers,0
10,53,1426.52,1,VIP Customers,0
0,99,1676.4,1,VIP Customers,0
17,16,303.12,3,Loyal Customers,0
191,61,517.53,2,At Risk Customers,0
203,8,131.7,0,Churned Customers,0
364,17,249.86,0,Churned Customers,0
126,7,102.61,0,Churned Customers,0
14,54,316.5,3,Loyal Customers,0
42,111,657.3,2,At Risk Customers,0
93,28,572.03,2,At Risk Customers,0
22,106,735.82,1,VIP Customers,0
59,23,387.33,2,At Risk Customers,0
15,208,1875.86,1,VIP Customers,0
157,7,147.16,0,Churned Customers,0
9,41,763.28,3,Loyal Customers,0
9,5,137.0,3,Loyal Customers,0
15,87,1821.47,1,VIP Customers,0
44,77,1077.37,2,At Risk Customers,0
190,174,697.54,2,At Risk Customers,0
78,14,194.37,0,Churned Customers,0
77,29,511.82,2,At Risk Customers,0
3,81,1208.79,1,VIP Customers,0
64,21,414.04,2,At Risk Customers,0
260,24,396.87,2,At Risk Customers,0
58,29,376.64,2,At Risk Customers,0
0,63,1079.44,1,VIP Customers,0
0,92,2211.18,1,VIP Customers,0
247,10,259.37,0,Churned Customers,0
7,27,497.56,3,Loyal Customers,0
358,10,271.05,0,Churned Customers,0
75,17,272.22,0,Churned Customers,0
289,40,622.88,2,At Risk Customers,0
29,2,33.0,0,Churned Customers,0
220,18,288.6,0,Churned Customers,0
8,28,689.1,3,Loyal Customers,0
2,36,462.9,3,Loyal Customers,0
205,115,2080.6,2,At Risk Customers,0
161,50,1026.84,2,At Risk Customers,0
75,14,302.2,0,Churned Customers,0
261,88,605.58,2,At Risk Customers,0
280,21,343.06,2,At Risk Customers,0
57,364,6083.64,1,VIP Customers,0
24,20,308.48,3,Loyal Customers,0
2,296,5804.27,1,VIP Customers,0
50,85,1438.61,2,At Risk Customers,0
71,2,69.6,0,Churned Customers,0
127,40,208.65,2,At Risk Customers,0
30,87,639.02,2,At Risk Customers,0
14,135,764.88,1,VIP Customers,0
308,11,153.94,0,Churned Customers,0
16,77,1475.5,1,VIP Customers,0
53,30,546.81,2,At Risk Customers,0
29,45,723.2099999999999,3,Loyal Customers,0
1,70,862.51,1,VIP Customers,0
10,30,314.28000000000003,3,Loyal Customers,0
360,6,145.0,0,Churned Customers,0
359,5,149.7,0,Churned Customers,0
4,11,205.9,3,Loyal Customers,0
53,44,756.22,2,At Risk Customers,0
0,247,3200.25,1,VIP Customers,0
0,390,2367.12,1,VIP Customers,0
189,14,296.7,0,Churned Customers,0
53,9,223.36,0,Churned Customers,0
279,13,164.4,0,Churned Customers,0
176,3,76.5,0,Churned Customers,0
29,74,887.67,2,At Risk Customers,0
25,9,98.42,0,Churned Customers,0
24,23,460.1,3,Loyal Customers,0
269,25,170.75,0,Churned Customers,0
42,140,540.32,2,At Risk Customers,0
233,5,103.3,0,Churned Customers,0
23,5,101.16,0,Churned Customers,0
196,41,207.36,2,At Risk Customers,0
358,39,290.34,2,At Risk Customers,0
59,48,885.41,2,At Risk Customers,0
0,77,1255.63,1,VIP Customers,0
19,105,480.31,3,Loyal Customers,0
205,5,82.9,0,Churned Customers,0
13,33,482.06,3,Loyal Customers,0
94,19,418.17,2,At Risk Customers,0
18,45,165.12,3,Loyal Customers,0
13,62,1072.58,3,Loyal Customers,0
23,49,454.01,3,Loyal Customers,0
7,142,869.77,1,VIP Customers,0
6,147,2595.82,1,VIP Customers,0
331,29,344.14,2,At Risk Customers,0
49,270,1380.67,1,VIP Customers,0
70,12,226.75000000000003,0,Churned Customers,0
28,25,380.6,3,Loyal Customers,0
242,8,185.65,0,Churned Customers,0
7,397,3334.13,1,VIP Customers,0
217,4,96.66,0,Churned Customers,0
4,50,448.9,3,Loyal Customers,0
311,44,168.02,2,At Risk Customers,0
0,391,7541.03,1,VIP Customers,0
235,28,115.27,0,Churned Customers,0
6,26,616.4,3,Loyal Customers,0
108,208,1116.68,2,At Risk Customers,0
99,14,307.38,0,Churned Customers,0
59,247,2070.92,1,VIP Customers,0
1,195,1418.52,1,VIP Customers,0
72,144,1473.63,2,At Risk Customers,0
3,199,3067.62,1,VIP Customers,0
84,50,993.18,2,At Risk Customers,0
11,82,386.69,3,Loyal Customers,0
22,257,2195.21,1,VIP Customers,0
213,40,747.11,2,At Risk Customers,0
17,13,161.67000000000002,3,Loyal Customers,0
238,9,116.01,0,Churned Customers,0
1,541,4278.9,1,VIP Customers,0
77,10,144.72,0,Churned Customers,0
216,63,309.36,2,At Risk Customers,0
32,56,191.99,3,Loyal Customers,0
40,233,1105.78,1,VIP Customers,0
6,566,3915.12,1,VIP Customers,0
52,134,1869.45,1,VIP Customers,0
22,299,4023.25,1,VIP Customers,0
56,98,386.32,2,At Risk Customers,0
129,12,189.8,0,Churned Customers,0
5,65,806.58,3,Loyal Customers,0
311,74,214.37,2,At Risk Customers,0
59,4,81.44,0,Churned Customers,0
20,15,338.5,3,Loyal Customers,0
32,32,479.35,3,Loyal Customers,0
14,50,843.48,3,Loyal Customers,0
17,305,1961.4,1,VIP Customers,0
80,5,75.75,0,Churned Customers,0
5,118,1502.32,1,VIP Customers,0
169,26,503.6,2,At Risk Customers,0
1,39,528.33,3,Loyal Customers,0
30,67,1146.88,2,At Risk Customers,0
35,293,2130.99,1,VIP Customers,0
18,20,285.56,3,Loyal Customers,0
30,35,547.0600000000001,3,Loyal Customers,0
275,7,108.5,0,Churned Customers,0
119,39,667.29,2,At Risk Customers,0
372,8,101.55,0,Churned Customers,0
0,152,2602.13,1,VIP Customers,0
218,48,850.59,2,At Risk Customers,0
64,7,133.06,0,Churned Customers,0
60,88,1648.28,2,At Risk Customers,0
137,52,868.49,2,At Risk Customers,0
20,8,166.08,3,Loyal Customers,0
11,229,3782.4,1,VIP Customers,0
24,254,4582.93,1,VIP Customers,0
37,38,668.12,2,At Risk Customers,0
276,22,117.55,0,Churned Customers,0
10,78,1536.14,1,VIP Customers,0
72,76,1319.09,2,At Risk Customers,0
25,13,281.42,3,Loyal Customers,0
16,153,2761.8,1,VIP Customers,0
140,37,128.95,0,Churned Customers,0
25,82,1596.86,1,VIP Customers,0
18,43,604.64,3,Loyal Customers,0
3,13,272.76,3,Loyal Customers,0
65,115,2004.51,1,VIP Customers,0
0,14,302.9,3,Loyal Customers,0
42,48,906.02,2,At Risk Customers,0
227,11,205.7,0,Churned Customers,0
15,47,985.55,3,Loyal Customers,0
49,94,1826.77,1,VIP Customers,0
1,216,1467.32,1,VIP Customers,0
73,22,193.92,0,Churned Customers,0
0,587,12329.42,1,VIP Customers,0
3,75,1270.38,1,VIP Customers,0
1,215,3522.52,1,VIP Customers,0
263,16,298.11,0,Churned Customers,0
52,8,296.45000000000005,0,Churned Customers,0
23,11,184.4,3,Loyal Customers,0
9,118,2474.33,1,VIP Customers,0
43,15,239.41,3,Loyal Customers,0
16,113,1806.57,1,VIP Customers,0
6,277,5192.56,1,VIP Customers,0
29,240,3736.8,1,VIP Customers,0
357,19,290.40000000000003,0,Churned Customers,0
126,44,650.9399999999999,2,At Risk Customers,0
136,16,200.47,0,Churned Customers,0
141,15,283.12,0,Churned Customers,0
131,33,600.14,2,At Risk Customers,0
37,106,1670.81,1,VIP Customers,0
235,19,338.95,2,At Risk Customers,0
260,8,154.95,0,Churned Customers,0
16,139,2289.84,1,VIP Customers,0
252,24,417.95,2,At Risk Customers,0
29,70,1108.37,2,At Risk Customers,0
34,55,798.74,2,At Risk Customers,0
168,27,594.49,2,At Risk Customers,0
2,99,1637.52,1,VIP Customers,0
3,314,6400.7,1,VIP Customers,0
184,3,50.400000000000006,0,Churned Customers,0
187,34,263.33,2,At Risk Customers,0
169,6,87.5,0,Churned Customers,0
10,23,385.1,3,Loyal Customers,0
44,28,443.01,2,At Risk Customers,0
320,10,153.0,0,Churned Customers,0
28,230,4398.99,1,VIP Customers,0
231,6,139.35,0,Churned Customers,0
37,256,4427.16,1,VIP Customers,0
25,46,835.86,3,Loyal Customers,0
95,108,1792.84,2,At Risk Customers,0
172,3,104.5,0,Churned Customers,0
70,38,884.5,2,At Risk Customers,0
15,187,3083.1,1,VIP Customers,0
14,66,1060.25,3,Loyal Customers,0
3,165,2876.01,1,VIP Customers,0
2,200,3687.3,1,VIP Customers,0
78,67,1240.11,2,At Risk Customers,0
372,18,303.97,0,Churned Customers,0
38,34,590.3100000000001,2,At Risk Customers,0
53,43,700.63,2,At Risk Customers,0
1,681,12592.51,1,VIP Customers,0
8,25,377.44,3,Loyal Customers,0
8,10,168.24,3,Loyal Customers,0
18,93,1595.45,1,VIP Customers,0
37,20,419.4500000000001,3,Loyal Customers,0
112,14,284.31,0,Churned Customers,0
3,131,2076.4,1,VIP Customers,0
239,6,110.25,0,Churned Customers,0
177,34,595.3199999999999,2,At Risk Customers,0
4,184,1710.45,1,VIP Customers,0
0,83,848.05,1,VIP Customers,0
0,732,4846.64,1,VIP Customers,0
18,404,3408.2000000000003,1,VIP Customers,0
16,90,819.96,1,VIP Customers,0
21,25,287.59,3,Loyal Customers,0
32,15,298.98,3,Loyal Customers,0
262,1,15.0,0,Churned Customers,0
50,69,682.55,2,At Risk Customers,0
158,56,367.63,2,At Risk Customers,0
14,21,271.2,3,Loyal Customers,0
7,83,1183.7,1,VIP Customers,0
12,296,3510.02,1,VIP Customers,0
198,32,655.77,2,At Risk Customers,0
56,54,245.81,2,At Risk Customers,0
10,50,173.45,3,Loyal Customers,0
96,153,1213.73,2,At Risk Customers,0
254,3,56.4,0,Churned Customers,0
24,190,647.56,1,VIP Customers,0
20,80,600.82,3,Loyal Customers,0
158,11,98.77,0,Churned Customers,0
71,67,283.47,2,At Risk Customers,0
52,13,131.94,0,Churned Customers,0
84,68,266.85,2,At Risk Customers,0
152,127,1750.04,2,At Risk Customers,0
129,3,16.7,0,Churned Customers,0
280,14,225.9,0,Churned Customers,0
26,188,1906.3,1,VIP Customers,0
29,10,106.1,0,Churned Customers,0
24,52,300.34,3,Loyal Customers,0
179,45,342.83,2,At Risk Customers,0
39,81,690.0,2,At Risk Customers,0
21,111,780.43,1,VIP Customers,0
21,403,2988.32,1,VIP Customers,0
36,101,1067.21,2,At Risk Customers,0
81,137,1113.64,2,At Risk Customers,0
73,6,93.21,0,Churned Customers,0
10,42,496.04,3,Loyal Customers,0
15,20,226.41,3,Loyal Customers,0
3,794,5404.47,1,VIP Customers,0
12,133,699.81,1,VIP Customers,0
13,348,1698.07,1,VIP Customers,0
36,17,36.56,0,Churned Customers,0
3,31,147.83,3,Loyal Customers,0
182,22,284.31,2,At Risk Customers,0
50,13,298.4,0,Churned Customers,0
4,214,1936.53,1,VIP Customers,0
22,64,1139.84,1,VIP Customers,0
298,26,654.64,2,At Risk Customers,0
1,23,398.7,3,Loyal Customers,0
32,2,35.400000000000006,0,Churned Customers,0
49,61,155.37,2,At Risk Customers,0
2,59,342.24,3,Loyal Customers,0
46,24,110.21,0,Churned Customers,0
41,160,1433.68,1,VIP Customers,0
26,107,2082.5,1,VIP Customers,0
41,52,318.15,2,At Risk Customers,0
1,7628,35831.25,1,VIP Customers,-1
302,37,205.48,2,At Risk Customers,0
106,5,51.56,0,Churned Customers,0
141,45,417.05,2,At Risk Customers,0
217,21,257.35,0,Churned Customers,0
371,288,4732.46,2,At Risk Customers,0
11,24,114.34,3,Loyal Customers,0
184,13,120.01,0,Churned Customers,0
372,17,208.97,0,Churned Customers,0
1,5,102.35,3,Loyal Customers,0
220,4,88.3,0,Churned Customers,0
5,175,2702.66,1,VIP Customers,0
304,23,141.92000000000002,0,Churned Customers,0
368,52,226.45,2,At Risk Customers,0
2,215,1879.92,1,VIP Customers,0
323,9,150.9,0,Churned Customers,0
58,136,2447.08,1,VIP Customers,0
12,90,554.85,3,Loyal Customers,0
30,331,6316.16,1,VIP Customers,0
142,6,150.55,0,Churned Customers,0
29,65,254.74,3,Loyal Customers,0
106,39,383.18,2,At Risk Customers,0
1,267,1437.54,1,VIP Customers,0
204,10,155.9,0,Churned Customers,0
79,24,521.44,2,At Risk Customers,0
184,44,564.76,2,At Risk Customers,0
169,10,98.61,0,Churned Customers,0
43,25,332.25,3,Loyal Customers,0
173,5,49.16,0,Churned Customers,0
364,26,458.92,2,At Risk Customers,0
303,7,77.55,0,Churned Customers,0
2,141,613.34,1,VIP Customers,0
3,112,652.5699999999999,1,VIP Customers,0
11,53,156.34,3,Loyal Customers,0
31,97,502.08,2,At Risk Customers,0
128,10,111.35,0,Churned Customers,0
37,64,644.0,2,At Risk Customers,0
211,19,153.77,0,Churned Customers,0
322,91,586.89,2,At Risk Customers,0
161,34,203.86,2,At Risk Customers,0
56,27,152.3,0,Churned Customers,0
224,15,107.21,0,Churned Customers,0
71,191,969.71,2,At Risk Customers,0
43,15,95.45,0,Churned Customers,0
172,107,461.91,2,At Risk Customers,0
84,28,152.06,0,Churned Customers,0
158,31,154.55,0,Churned Customers,0
189,6,112.2,0,Churned Customers,0
28,19,110.38,3,Loyal Customers,0
20,34,181.07,3,Loyal Customers,0
156,28,294.84,2,At Risk Customers,0
246,12,72.9,0,Churned Customers,0
373,54,232.03,2,At Risk Customers,0
8,39,366.23,3,Loyal Customers,0
309,37,310.06,2,At Risk Customers,0
58,58,408.65,2,At Risk Customers,0
3,75,329.36,3,Loyal Customers,0
44,92,335.03,2,At Risk Customers,0
87,11,280.8,0,Churned Customers,0
3,657,3654.97,1,VIP Customers,0
63,142,820.23,2,At Risk Customers,0
11,7,214.14,3,Loyal Customers,0
132,21,397.29,2,At Risk Customers,0
44,22,141.14,0,Churned Customers,0
35,28,467.52,3,Loyal Customers,0
133,64,338.4,2,At Risk Customers,0
28,90,1331.57,1,VIP Customers,0
51,15,290.49,0,Churned Customers,0
137,29,145.79,0,Churned Customers,0
4,71,331.38,3,Loyal Customers,0
8,6,186.24,3,Loyal Customers,0
159,12,99.14,0,Churned Customers,0
7,1,1.9,0,Churned Customers,-1
232,19,99.68,0,Churned Customers,0
36,8,133.72,0,Churned Customers,0
150,2,47.58,0,Churned Customers,0
71,71,482.2,2,At Risk Customers,0
39,13,299.94,3,Loyal Customers,0
4,475,2193.17,1,VIP Customers,0
218,18,394.1,2,At Risk Customers,0
248,1,12.75,0,Churned Customers,0
65,31,111.68,0,Churned Customers,0
116,5,85.16,0,Churned Customers,0
170,26,73.78,0,Churned Customers,0
20,248,1171.44,1,VIP Customers,0
141,34,102.41,0,Churned Customers,0
31,98,463.21,2,At Risk Customers,0
37,325,2599.19,1,VIP Customers,0
150,61,594.43,2,At Risk Customers,0
371,42,112.27,0,Churned Customers,0
373,81,265.1,2,At Risk Customers,0
165,13,153.2,0,Churned Customers,0
210,27,400.79,2,At Risk Customers,0
241,30,135.19,0,Churned Customers,0
51,14,287.24,0,Churned Customers,0
24,165,703.99,1,VIP Customers,0
14,271,2576.91,1,VIP Customers,0
371,57,321.79,2,At Risk Customers,0
28,20,208.34,3,Loyal Customers,0
364,11,145.4,0,Churned Customers,0
35,137,678.33,2,At Risk Customers,0
165,21,225.5,0,Churned Customers,0
144,48,152.68,2,At Risk Customers,0
21,14,272.85,3,Loyal Customers,0
55,1,20.8,0,Churned Customers,0
184,13,198.57,0,Churned Customers,0
11,38,201.12,3,Loyal Customers,0
236,27,539.34,2,At Risk Customers,0
224,4,34.35,0,Churned Customers,0
121,78,599.89,2,At Risk Customers,0
281,1,23.6,0,Churned Customers,0
73,153,1195.0,2,At Risk Customers,0
36,91,380.39,2,At Risk Customers,0
11,57,415.13,3,Loyal Customers,0
361,37,157.92,0,Churned Customers,0
3,53,226.47,3,Loyal Customers,0
22,20,275.08000000000004,3,Loyal Customers,0
69,25,331.19,2,At Risk Customers,0
234,31,247.39,2,At Risk Customers,0
256,13,111.2,0,Churned Customers,0
372,28,102.79,0,Churned Customers,0
154,31,187.29,2,At Risk Customers,0
27,30,162.22,3,Loyal Customers,0
3,46,120.03,3,Loyal Customers,0
31,121,1435.16,1,VIP Customers,0
107,29,122.14,0,Churned Customers,0
51,5,38.45,0,Churned Customers,0
35,164,612.72,2,At Risk Customers,0
152,18,94.58,0,Churned Customers,0
98,21,115.31,0,Churned Customers,0
3,7,67.3,3,Loyal Customers,0
333,5,73.5,0,Churned Customers,0
64,33,93.82,0,Churned Customers,0
21,110,418.68,3,Loyal Customers,0
35,43,361.59,3,Loyal Customers,0
31,94,403.12,2,At Risk Customers,0
153,19,70.02,0,Churned Customers,0
18,19,357.20000000000005,3,Loyal Customers,0
11,444,3228.64,1,VIP Customers,0
53,6,93.35,0,Churned Customers,0
24,115,529.29,3,Loyal Customers,0
3,125,1957.86,1,VIP Customers,0
44,43,178.34,3,Loyal Customers,0
202,5,50.97,0,Churned Customers,0
358,5,74.4,0,Churned Customers,0
70,20,300.02,2,At Risk Customers,0
6,347,6072.96,1,VIP Customers,0
287,19,363.65,2,At Risk Customers,0
9,1,6.959999999999999,0,Churned Customers,0
22,17,253.36,3,Loyal Customers,0
21,28,752.53,3,Loyal Customers,0
172,24,545.92,2,At Risk Customers,0
132,3,48.0,0,Churned Customers,0
5,137,2392.83,1,VIP Customers,0
74,8,202.2,0,Churned Customers,0
39,37,396.33,2,At Risk Customers,0
25,457,2009.24,1,VIP Customers,0
257,24,408.0,2,At Risk Customers,0
185,17,200.64,0,Churned Customers,0
113,52,1082.3,2,At Risk Customers,0
373,10,242.0,0,Churned Customers,0
22,141,2540.9500000000003,1,VIP Customers,0
7,219,2318.53,1,VIP Customers,0
216,27,216.28,2,At Risk Customers,0
44,94,1175.41,2,At Risk Customers,0
35,17,343.45,3,Loyal Customers,0
25,70,680.84,3,Loyal Customers,0
329,25,446.95,2,At Risk Customers,0
273,7,101.34,0,Churned Customers,0
60,37,166.03,2,At Risk Customers,0
1,16,407.2,3,Loyal Customers,0
92,13,276.2,0,Churned Customers,0
81,45,966.12,2,At Risk Customers,0
312,17,313.65000000000003,0,Churned Customers,0
11,196,849.06,1,VIP Customers,0
7,93,1819.34,1,VIP Customers,0
126,19,168.31,0,Churned Customers,0
10,40,222.4,3,Loyal Customers,0
0,31,695.49,3,Loyal Customers,0
36,38,754.64,2,At Risk Customers,0
37,18,113.48000000000002,0,Churned Customers,0
329,36,340.3,2,At Risk Customers,0
253,17,271.0,0,Churned Customers,0
1,399,4235.15,1,VIP Customers,0
19,37,198.8,3,Loyal Customers,0
11,26,352.69,3,Loyal Customers,0
289,28,220.1,2,At Risk Customers,0
67,370,1358.65,1,VIP Customers,0
25,72,315.65,3,Loyal Customers,0
10,1260,5421.28,1,VIP Customers,0
367,28,124.6,0,Churned Customers,0
213,17,111.15,0,Churned Customers,0
148,30,603.3,2,At Risk Customers,0
7,357,1793.06,1,VIP Customers,0
23,33,492.84,3,Loyal Customers,0
29,192,1131.75,1,VIP Customers,0
60,52,200.92,2,At Risk Customers,0
18,46,347.08,3,Loyal Customers,0
242,14,112.55,0,Churned Customers,0
14,70,1059.39,1,VIP Customers,0
28,14,131.55,0,Churned Customers,0
62,35,614.53,2,At Risk Customers,0
294,7,104.95,0,Churned Customers,0
17,108,2498.7,1,VIP Customers,0
215,7,184.8,0,Churned Customers,0
116,61,1000.16,2,At Risk Customers,0
30,25,618.95,3,Loyal Customers,0
12,220,2816.55,1,VIP Customers,0
140,10,160.35000000000002,0,Churned Customers,0
45,7,179.33999999999995,0,Churned Customers,0
50,12,284.6,0,Churned Customers,0
31,37,566.58,3,Loyal Customers,0
134,38,653.35,2,At Risk Customers,0
2,21,399.19,3,Loyal Customers,0
74,25,371.62,2,At Risk Customers,0
12,122,675.64,1,VIP Customers,0
8,34,453.4,3,Loyal Customers,0
300,22,354.95,2,At Risk Customers,0
56,39,638.0600000000001,2,At Risk Customers,0
14,78,1500.86,1,VIP Customers,0
36,24,399.65,3,Loyal Customers,0
176,8,78.66,0,Churned Customers,0
22,22,586.86,3,Loyal Customers,0
175,130,1160.04,2,At Risk Customers,0
60,8,151.65,0,Churned Customers,0
32,33,627.01,3,Loyal Customers,0
58,51,1049.84,2,At Risk Customers,0
30,148,3354.46,1,VIP Customers,0
86,12,315.16,0,Churned Customers,0
357,30,476.35,2,At Risk Customers,0
30,72,1278.47,1,VIP Customers,0
128,97,1590.81,2,At Risk Customers,0
8,87,1471.69,1,VIP Customers,0
4,119,1843.75,1,VIP Customers,0
23,41,366.85,3,Loyal Customers,0
226,37,632.07,2,At Risk Customers,0
248,17,304.25,0,Churned Customers,0
14,65,1370.8,1,VIP Customers,0
77,68,1090.24,2,At Risk Customers,0
191,15,284.46000000000004,0,Churned Customers,0
261,7,207.8,0,Churned Customers,0
71,43,785.1700000000001,2,At Risk Customers,0
164,16,243.76,0,Churned Customers,0
81,1,26.0,0,Churned Customers,0
94,139,686.63,2,At Risk Customers,0
3,128,2024.42,1,VIP Customers,0
105,30,150.35,0,Churned Customers,0
199,67,1345.99,2,At Risk Customers,0
156,18,106.42,0,Churned Customers,0
70,190,1863.49,1,VIP Customers,0
35,32,517.36,3,Loyal Customers,0
28,8,139.10000000000002,0,Churned Customers,0
1,131,2447.08,1,VIP Customers,0
25,41,552.37,3,Loyal Customers,0
325,34,216.07,2,At Risk Customers,0
236,15,232.48,0,Churned Customers,0
88,12,248.94,0,Churned Customers,0
30,26,481.75,3,Loyal Customers,0
28,30,575.27,3,Loyal Customers,0
210,17,304.32,0,Churned Customers,0
2,113,2019.77,1,VIP Customers,0
21,64,1041.61,3,Loyal Customers,0
92,18,392.0,2,At Risk Customers,0
4,256,5299.5,1,VIP Customers,0
263,10,158.95000000000002,0,Churned Customers,0
2,254,4423.14,1,VIP Customers,0
43,233,4618.39,1,VIP Customers,0
217,5,93.75,0,Churned Customers,0
56,28,651.95,2,At Risk Customers,0
11,112,2567.46,1,VIP Customers,0
8,69,1492.96,1,VIP Customers,0
191,118,1818.57,2,At Risk Customers,0
81,37,592.97,2,At Risk Customers,0
71,102,1679.18,2,At Risk Customers,0
29,48,837.69,3,Loyal Customers,0
2,61,987.1,3,Loyal Customers,0
218,86,1463.81,2,At Risk Customers,0
45,4,54.18000000000001,0,Churned Customers,0
9,103,2013.69,1,VIP Customers,0
71,66,1264.63,2,At Risk Customers,0
6,175,2567.06,1,VIP Customers,0
232,1,29.5,0,Churned Customers,0
122,46,724.12,2,At Risk Customers,0
16,8,95.34,0,Churned Customers,0
309,21,349.27,2,At Risk Customers,0
50,94,518.27,2,At Risk Customers,0
88,6,103.3,0,Churned Customers,0
38,116,2166.13,1,VIP Customers,0
84,16,339.1,2,At Risk Customers,0
172,128,2320.78,2,At Risk Customers,0
42,21,324.24,3,Loyal Customers,0
139,13,149.48,0,Churned Customers,0
25,61,1213.16,1,VIP Customers,0
71,46,801.51,2,At Risk Customers,0
133,1,25.5,0,Churned Customers,0
365,7,168.6,0,Churned Customers,0
37,10,229.95,0,Churned Customers,0
2,164,2960.68,1,VIP Customers,0
29,11,175.92,0,Churned Customers,0
43,13,236.86,0,Churned Customers,0
57,8,110.38,0,Churned Customers,0
